"placename","date","days","Canada goose","Common Raccoon","Coyote","Domestic cat","Domestic dog","Eastern Gray Squirrel","Fox","Great Blue Heron","Mourning dove","North American beaver","Northern flicker","Pileated woodpecker","Unidentified mouse","Unidentified species","Unknown bird","Virginia opossum","White-tailed deer"
"-2845.70087099763","2022-48",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"-2845.70087099763","2022-49",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.70087099763","2022-50",7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
"-2845.70087099763","2022-51",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.6951585608","2023-04",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"-2845.6951585608","2023-05",7,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,6
"-2845.6951585608","2023-06",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"-2845.6951585608","2023-11",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"-2845.6951585608","2023-12",7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"-2845.6951585608","2023-13",7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"-2845.6951585608","2023-14",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"-2845.6951585608","2023-15",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"-2845.6835278608","2022-52",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"-2845.6835278608","2023-01",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"-2845.6835278608","2023-02",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"-2845.6835278608","2023-03",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"-2845.6835278608","2023-04",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.6835278608","2023-05",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"-2845.6835278608","2023-06",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.6835278608","2023-11",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"-2845.6835278608","2023-12",7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"-2845.6835278608","2023-13",7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"-2845.6835278608","2023-14",7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"-2845.6835278608","2023-15",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"-2845.65233784409","2022-42",6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,8
"-2845.65233784409","2022-43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.65233784409","2022-44",6,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1
"-2845.65233784409","2022-45",2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"-2845.65233784409","2022-46",6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,7
"-2845.65233784409","2022-47",4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
"-2845.65233784409","2022-51",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.65233784409","2022-52",5,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"-2845.63428861333","2023-04",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.63428861333","2023-05",7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"-2845.63428861333","2023-06",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.63428861333","2023-11",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"-2845.63428861333","2023-12",7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
"-2845.63428861333","2023-13",7,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,1
"-2845.63428861333","2023-14",7,0,0,1,0,0,7,0,0,0,0,1,0,0,0,1,0,3
"-2845.63428861333","2023-15",3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"-2845.6312052175","2022-45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.6312052175","2022-46",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.6312052175","2022-47",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"-2845.6312052175","2022-48",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"-2845.6312052175","2022-49",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"-2845.6312052175","2022-50",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"-2845.6312052175","2022-51",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.6312052175","2022-52",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.6312052175","2023-01",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"-2845.6312052175","2023-02",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.6312052175","2023-03",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.6312052175","2023-04",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.62435405673","2023-06",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"-2845.62435405673","2023-07",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"-2845.62435405673","2023-08",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"-2845.62435405673","2023-09",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"-2845.62435405673","2023-10",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"-2845.62435405673","2023-11",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.62102807858","2022-42",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"-2845.62102807858","2022-43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.62102807858","2022-44",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"-2845.62102807858","2022-45",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.62102807858","2022-46",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"-2845.62102807858","2022-47",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"-2845.60410737862","2022-52",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"-2845.60410737862","2023-01",7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5
"-2845.60410737862","2023-02",7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8
"-2845.60410737862","2023-03",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"-2845.60410737862","2023-04",7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"-2845.60410737862","2023-05",7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"-2845.60410737862","2023-06",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"-2845.60410737862","2023-11",5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3
"-2845.60410737862","2023-12",7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"-2845.60410737862","2023-13",7,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
"-2845.60410737862","2023-14",7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"-2845.60410737862","2023-15",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"-2845.59487417065","2022-42",6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,33
"-2845.59487417065","2022-43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"-2845.59487417065","2022-44",6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,18
"-2845.59487417065","2022-45",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"-2845.59487417065","2022-46",6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
"-2845.59487417065","2022-47",4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,14
